Device, URL, RAM, CPU, Display Resolution, Instruction Set, OpenGL ES 2.0, Vector Floating Point
Samsung GT-S5660 Galaxy Gio, http://pdadb.net/index.php?m=specs&id=2751&view=1,, 800, 320x480, ARMv6, Yes,
Samsung SGH-T959V Galaxy S 4G, http://pdadb.net/index.php?m=specs&id=2733&view=1, 512, 1000, 480x800, ARMv7,, Yes
Motorola Atrix 4G MB860 (Motorola Olympus), http://pdadb.net/index.php?m=specs&id=2683&view=1, 1024, 1000, 540x960, ARMv7-A, Yes,
Motorola Milestone X (Motorola Shadow), http://pdadb.net/index.php?m=specs&id=2754&view=1, 512, 1000, 480x854, ARMv7, Yes,
Motorola MOTO ME525 (Motorola Jordan), http://pdadb.net/index.php?m=specs&id=2814&view=1, 512, 800, 480x854, ARMv7,,
WellcoM A99 (Huawei U9000), http://pdadb.net/index.php?m=specs&id=2949&view=1, 512, 1000, 480x800, ARMv7, Yes,
LG P350 Pecan / Optimus Me, http://pdadb.net/index.php?m=specs&id=2745&view=1, 256, 600, 240x320, ARMv6, Yes,
LG VM670 Optimus V, http://pdadb.net/index.php?m=specs&id=2746&view=1, 512, 600, 320x480, ARMv6, Yes,
Samsung GT-S5670 Galaxy Fit, http://pdadb.net/index.php?m=specs&id=2750&view=1,, 600, 240x320, ARMv6, Yes,
Samsung GT-S5570 Galaxy Mini, http://pdadb.net/index.php?m=specs&id=2752&view=1, 384, 600, 240x320, ARMv6, Yes,
Samsung SCH-R910 Galaxy Indulge / Forte, http://pdadb.net/index.php?m=specs&id=2734&view=1, 512, 1000, 320x480, ARMv7,, Yes
HTC Inspire 4G A9192 (HTC Stallion), http://pdadb.net/index.php?m=specs&id=2727&view=1, 768, 1000, 480x800, ARMv7, Yes,
Dell Venue NA (Dell Thunder), http://pdadb.net/index.php?m=specs&id=2336&view=1, 512, 1000, 480x800, ARMv7, Yes,
Sprint ZTE Optik (ZTE V55), http://pdadb.net/index.php?m=specs&id=3500&view=1, 1024, 1200, 1280x800, ARMv7,,
NTT DoCoMo Optimus Chat L-04C, http://pdadb.net/index.php?m=specs&id=2813&view=1, 512, 600, 320x480, ARMv6, Yes,
Dell Streak 7 4G / Looking Glass (Dell Opus One), http://pdadb.net/index.php?m=specs&id=2329&view=1, 512, 1000, 800x480, ARMv7-A, Yes,
Samsung SCH-i100 Gem, http://pdadb.net/index.php?m=specs&id=2581&view=1, 256, 800, 240x400, ARMv6,,
Dell Venue (Dell Thunder), http://pdadb.net/index.php?m=specs&id=2701&view=1, 512, 1000, 480x800, ARMv7, Yes,
Motorola Milestone 2 ME722, http://pdadb.net/index.php?m=specs&id=2815&view=1, 512, 1000, 480x854, ARMv7, Yes,
Ziss Pub, http://pdadb.net/index.php?m=specs&id=3013&view=1, 256, 720, 600x800, ARMv6,,
Samsung GT-i9010 Giorgio Armani Galaxy S, http://pdadb.net/index.php?m=specs&id=2678&view=1, 512, 1000, 480x800, ARMv7,, Yes
Onkyo TA117C3, http://pdadb.net/index.php?m=specs&id=2706&view=1, 1024, 1000, 1024x600, ARMv7-A, Yes,
Huawei Ideos X5 U8800H, http://pdadb.net/index.php?m=specs&id=2732&view=1, 512, 800, 480x800, ARMv7, Yes,
Optimus San Francisco (ZTE Blade), http://pdadb.net/index.php?m=specs&id=2959&view=1, 512, 600, 480x800, ARMv6, Yes,
Samsung GT-S5830T Galaxy Ace (Samsung Cooper), http://pdadb.net/index.php?m=specs&id=2744&view=1, 384, 800, 320x480, ARMv6, Yes,
Samsung SCH-i559 Galaxy Mini / Galaxy Pop, http://pdadb.net/index.php?m=specs&id=2821&view=1, 384, 600, 240x320, ARMv6, Yes,
LG P990 Optimus 2X (LG Star), http://pdadb.net/index.php?m=specs&id=2693&view=1, 512, 1000, 480x800, ARMv7-A, Yes,
Motorola CLIQ 2 MB611 (Motorola Begonia), http://pdadb.net/index.php?m=specs&id=2722&view=1, 512, 1000, 480x854, ARMv7, Yes,
Toshiba Regza IS04, http://pdadb.net/index.php?m=specs&id=2667&view=1,, 1000, 480x854, ARMv7, Yes,
Onkyo TA117C1, http://pdadb.net/index.php?m=specs&id=2705&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Sharp EB-W51GJ-R Galapagos 5.5 Media Tablet, http://pdadb.net/index.php?m=specs&id=2626&view=1,,, 1024x600, , ,
Sharp EB-WX1GJ-B Galapagos 10.8 Media Tablet, http://pdadb.net/index.php?m=specs&id=2627&view=1,,, 1366x800, , ,
Motorola MOTO ME811 (Motorola Shadow), http://pdadb.net/index.php?m=specs&id=2721&view=1, 512, 1200, 480x854, ARMv7, Yes,
Samsung GT-i5510M Galaxy 551, http://pdadb.net/index.php?m=specs&id=3737&view=1, 512, 600, 240x400, ARMv6, Yes,
WellcoM A86, http://pdadb.net/index.php?m=specs&id=2948&view=1, 256, 600, 320x480, ARMv6, Yes,
LG AS740 Axis, http://pdadb.net/index.php?m=specs&id=3736&view=1, 256, 600, 480x800, ARMv6, Yes,
Toshiba Regza T-01C, http://pdadb.net/index.php?m=specs&id=2675&view=1,, 1000, 480x854, ARMv7, Yes,
LG LU3000 Optimus Mach, http://pdadb.net/index.php?m=specs&id=2687&view=1, 512, 1000, 480x800, ARMv7, Yes,
Sprint HTC EVO Shift 4G (HTC Knight), http://pdadb.net/index.php?m=specs&id=2388&view=1, 512, 800, 480x800, ARMv7, Yes,
Meizu M9, http://pdadb.net/index.php?m=specs&id=2846&view=1, 512, 1000, 640x960, ARMv7,, Yes
SoftBank 003Z (ZTE Blade), http://pdadb.net/index.php?m=specs&id=2713&view=1, 512, 600, 480x800, ARMv6, Yes,
Motorola XT800+, http://pdadb.net/index.php?m=specs&id=2731&view=1, 512, 1000, 480x854, ARMv7, Yes,
Motorola XT301, http://pdadb.net/index.php?m=specs&id=2735&view=1, 256, 528, 240x320, ARMv6,,
Toshiba FOLIO 100, http://pdadb.net/index.php?m=specs&id=2577&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Pantech Sirius Alpha IS06, http://pdadb.net/index.php?m=specs&id=2673&view=1, 512, 1000, 480x800, ARMv7, Yes,
HTC Aria S31HT (HTC Liberty), http://pdadb.net/index.php?m=specs&id=3498&view=1, 384, 600, 320x480, ARMv6, Yes,
SoftBank 003SH Galapagos, http://pdadb.net/index.php?m=specs&id=2451&view=1, 512, 1000, 480x800, ARMv7, Yes,
Samsung GT-i9020T Nexus S (Samsung Soju), http://pdadb.net/index.php?m=specs&id=2690&view=1, 512, 1000, 480x800, ARMv7,, Yes
NTT DoCoMo Lynx 3D SH-03C, http://pdadb.net/index.php?m=specs&id=808&view=1,,, 480x800, , ,
ZTE V880 (ZTE Blade), http://pdadb.net/index.php?m=specs&id=2712&view=1, 256, 600, 480x800, ARMv6, Yes,
SoftBank 001HT Desire HD (HTC Ace), http://pdadb.net/index.php?m=specs&id=2689&view=1, 768, 1000, 480x800, ARMv7, Yes,
Acer beTouch E140, http://pdadb.net/index.php?m=specs&id=2686&view=1, 256, 600, 240x320, ARMv6, Yes,
HTC Tianxi A9188, http://pdadb.net/index.php?m=specs&id=3035&view=1, 512, 800, 480x800, ARMv7, Yes,
LG US670 Optimus U, http://pdadb.net/index.php?m=specs&id=2794&view=1, 512, 600, 320x480, ARMv6, Yes,
Creative ZiiO 7, http://pdadb.net/index.php?m=specs&id=2665&view=1,,, 480x800, ARMv7,,
Creative ZiiO 10, http://pdadb.net/index.php?m=specs&id=2666&view=1,,, 1024x600, ARMv7,,
Creative ZiiO 7 16GB, http://pdadb.net/index.php?m=specs&id=2668&view=1,,, 480x800, ARMv7,,
Creative ZiiO 10 16GB, http://pdadb.net/index.php?m=specs&id=2669&view=1,,, 1024x600, ARMv7,,
Creative ZEN Touch 2 8GB, http://pdadb.net/index.php?m=specs&id=2670&view=1,,, 320x480, , ,
Creative ZEN Touch 2 GPS 8GB, http://pdadb.net/index.php?m=specs&id=2672&view=1,,, 320x480, , ,
Sharp IS05, http://pdadb.net/index.php?m=specs&id=2674&view=1, 512, 1000, 480x854, ARMv7, Yes,
Motorola Bravo MB520 (Motorola Kobe), http://pdadb.net/index.php?m=specs&id=2643&view=1, 512, 800, 480x854, ARMv7,,
LG E720 Optimus Chic, http://pdadb.net/index.php?m=specs&id=2575&view=1,, 600, 480x800, ARMv6, Yes,
Motorola MOTO MT716, http://pdadb.net/index.php?m=specs&id=2644&view=1, 512, 600, 480x854, ARMv7, Yes,
Creative ZEN Touch 2 16GB, http://pdadb.net/index.php?m=specs&id=2671&view=1,,, 320x480, , ,
Huawei Ideos S7-103, http://pdadb.net/index.php?m=specs&id=2951&view=1, 256, 768, 480x800, ARMv7, Yes,
Huawei Ideos S7-104, http://pdadb.net/index.php?m=specs&id=2952&view=1, 256, 768, 480x800, ARMv7, Yes,
T-Mobile Blade (ZTE Blade), http://pdadb.net/index.php?m=specs&id=2692&view=1, 256, 600, 480x800, ARMv6, Yes,
ZTE Light Tab (ZTE V9), http://pdadb.net/index.php?m=specs&id=2650&view=1, 512, 600, 800x480, ARMv6, Yes,
Blu Tango D100, http://pdadb.net/index.php?m=specs&id=3007&view=1, 256, 600, 240x320, ARMv6, Yes,
HTC Wildfire A3380 (HTC Tianyi), http://pdadb.net/index.php?m=specs&id=3027&view=1, 384, 416, 240x320, ARMv7,,
Acer Liquid Metal S120 / Liquid mt, http://pdadb.net/index.php?m=specs&id=2635&view=1, 512, 800, 480x800, ARMv7, Yes,
HTC Gratia (HTC Liberty), http://pdadb.net/index.php?m=specs&id=2652&view=1, 384, 600, 320x480, ARMv6, Yes,
LG P509 Optimus T / P504, http://pdadb.net/index.php?m=specs&id=2655&view=1, 512, 600, 320x480, ARMv6, Yes,
Motorola MOTO MT810lx, http://pdadb.net/index.php?m=specs&id=2724&view=1, 512, 600, 480x854, ARMv7, Yes,
ViewSonic ViewPad 7, http://pdadb.net/index.php?m=specs&id=2583&view=1, 512, 600, 800x480, ARMv6, Yes,
NTT DoCoMo Galaxy Tab 7.0 SC-01C, http://pdadb.net/index.php?m=specs&id=2811&view=1, 512, 1000, 1024x600, ARMv7,, Yes
Motorola Spice XT300, http://pdadb.net/index.php?m=specs&id=1931&view=1, 256, 528, 240x320, ARMv6,,
Sharp IS03, http://pdadb.net/index.php?m=specs&id=2631&view=1, 512, 1000, 960x640, ARMv7, Yes,
LG MS690 Optimus M, http://pdadb.net/index.php?m=specs&id=2682&view=1, 512, 600, 320x480, ARMv6, Yes,
LG VN270 Cosmos Touch, http://pdadb.net/index.php?m=specs&id=2679&view=1,, 600, 240x400, ARMv6, Yes,
Verizon Samsung SCH-i800 Galaxy Tab 7.0, http://pdadb.net/index.php?m=specs&id=2730&view=1, 512, 1000, 1024x600, ARMv7,, Yes
Samsung SGH-i987 Galaxy Tab 7.0, http://pdadb.net/index.php?m=specs&id=2797&view=1, 640, 1000, 1024x600, ARMv7,, Yes
Samsung GT-i5510 Galaxy 551, http://pdadb.net/index.php?m=specs&id=2582&view=1, 512, 600, 240x400, ARMv6, Yes,
ViewSonic gTablet, http://pdadb.net/index.php?m=specs&id=2747&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
LG US740 Apex, http://pdadb.net/index.php?m=specs&id=2681&view=1, 256, 600, 480x800, ARMv6, Yes,
LG VS660 Vortex, http://pdadb.net/index.php?m=specs&id=2625&view=1,, 600, 320x480, ARMv6, Yes,
ZTE Micromax A60 (ZTE Penguin), http://pdadb.net/index.php?m=specs&id=2962&view=1,, 600, 240x320, ARMv6, Yes,
Notion Ink Adam Variant A 32GB, http://pdadb.net/index.php?m=specs&id=2290&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Notion Ink Adam Variant B 32GB, http://pdadb.net/index.php?m=specs&id=2291&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Motorola FLIPSIDE MB508, http://pdadb.net/index.php?m=specs&id=2642&view=1, 512, 720, 320x480, ARMv7,,
Motorola Milestone 2 A954, http://pdadb.net/index.php?m=specs&id=2646&view=1, 512, 1000, 480x854, ARMv7, Yes,
Motorola MING A1260, http://pdadb.net/index.php?m=specs&id=2719&view=1, 256, 624, 240x400, ARMv5TE,,,
Archos 101 G8 Internet Tablet 8GB, http://pdadb.net/index.php?m=specs&id=2594&view=1, 256, 1000, 1024x600, ARMv7, Yes,
Archos 101 G8 Internet Tablet 16GB, http://pdadb.net/index.php?m=specs&id=2595&view=1, 256, 1000, 1024x600, ARMv7, Yes,
Commtiva Linx N700, http://pdadb.net/index.php?m=specs&id=2700&view=1, 512, 600, 1024x600, ARMv6, Yes,
Samsung GT-i9000M Galaxy S Vibrant, http://pdadb.net/index.php?m=specs&id=2702&view=1, 512, 1000, 480x800, ARMv7,, Yes
T-Mobile Samsung SGH-T849 Galaxy Tab 7.0, http://pdadb.net/index.php?m=specs&id=2796&view=1, 640, 1000, 1024x600, ARMv7,, Yes
Samsung GT-P1000N Galaxy Tab 7.0, http://pdadb.net/index.php?m=specs&id=2986&view=1, 512, 1000, 1024x600, ARMv7,, Yes
Samsung GT-i5500M Galaxy Europa, http://pdadb.net/index.php?m=specs&id=3738&view=1, 256, 600, 240x320, ARMv6, Yes,
Motorola Citrus WX445 (Motorola Ciena), http://pdadb.net/index.php?m=specs&id=2474&view=1, 256, 528, 240x320, ARMv6,,
Motorola DROID 2 Global A956, http://pdadb.net/index.php?m=specs&id=2551&view=1, 512, 1200, 480x854, ARMv7, Yes,
Motorola DROID Pro XT610 (Motorola Venus), http://pdadb.net/index.php?m=specs&id=2645&view=1, 512, 1000, 320x480, ARMv7, Yes,
Sprint Samsung SPH-P100 Galaxy Tab 7.0, http://pdadb.net/index.php?m=specs&id=2572&view=1, 640, 1000, 1024x600, ARMv7,, Yes
Samsung SCH-I400 Galaxy S Continuum, http://pdadb.net/index.php?m=specs&id=2648&view=1, 384, 1000, 480x800 480x96, ARMv7,, Yes
Samsung SGH-T959D Galaxy S Fascinate 3G+, http://pdadb.net/index.php?m=specs&id=2703&view=1, 512, 1000, 480x800, ARMv7,, Yes
LG LS670 Optimus S, http://pdadb.net/index.php?m=specs&id=2663&view=1, 512, 600, 320x480, ARMv6, Yes,
Motorola DEFY MB525 (Motorola Jordan), http://pdadb.net/index.php?m=specs&id=2602&view=1, 512, 800, 480x854, ARMv7,,
T-Mobile myTouch HD / myTouch 4G (HTC Glacier), http://pdadb.net/index.php?m=specs&id=2514&view=1, 768, 1000, 480x800, ARMv7, Yes,
T-Mobile Comet U8150-B (Huawei Ideos U8150), http://pdadb.net/index.php?m=specs&id=2562&view=1, 256, 528, 240x320, ARMv6,,
HTC Desire Z US (HTC Vision), http://pdadb.net/index.php?m=specs&id=2597&view=1, 512, 800, 480x800, ARMv7, Yes,
MAG iMiTO iM7S, http://pdadb.net/index.php?m=specs&id=2697&view=1, 256, 800, 800x480, ARMv6,,
Huawei Ideos X5 U8800, http://pdadb.net/index.php?m=specs&id=2258&view=1, 512, 800, 480x800, ARMv7, Yes,
Motorola Milestone 2 A953, http://pdadb.net/index.php?m=specs&id=2570&view=1, 512, 1000, 480x854, ARMv7, Yes,
Sony Ericsson Xperia X8 E15a (SE Shakira), http://pdadb.net/index.php?m=specs&id=2423&view=1, 256, 600, 320x480, ARMv6, Yes,
Samsung Galaxy S Femme, http://pdadb.net/index.php?m=specs&id=2604&view=1,, 1000, 480x800, ARMv7,, Yes
Archos 32 Internet Tablet 8GB, http://pdadb.net/index.php?m=specs&id=2589&view=1,, 800, 240x400, ARMv7, Yes,
Archos 70 Internet Tablet Flash Serie, http://pdadb.net/index.php?m=specs&id=2592&view=1,, 1000, 800x480, ARMv7, Yes,
Archos 70 Internet Tablet Hard Drive Disk Serie, http://pdadb.net/index.php?m=specs&id=2593&view=1,, 1000, 800x480, ARMv7, Yes,
Samsung SCH-I500 Galaxy S Mesmerize, http://pdadb.net/index.php?m=specs&id=2680&view=1, 512, 1000, 480x800, ARMv7,, Yes
Motorola MOTO MIX, http://pdadb.net/index.php?m=specs&id=2661&view=1, 256, 528, 320x480, ARMv6,,
BN NOOK Color, http://pdadb.net/index.php?m=specs&id=3525&view=1, 512, 800, 1024x600, ARMv7, Yes,
ZTE R750, http://pdadb.net/index.php?m=specs&id=2714&view=1, 512, 600, 320x480, ARMv6, Yes,
HTC Desire HD A9191 (HTC Ace), http://pdadb.net/index.php?m=specs&id=2598&view=1, 768, 1000, 480x800, ARMv7, Yes,
HTC Desire Z A7272 (HTC Vision), http://pdadb.net/index.php?m=specs&id=2596&view=1, 512, 800, 480x800, ARMv7, Yes,
LG P500 Optimus One, http://pdadb.net/index.php?m=specs&id=2485&view=1, 512, 600, 320x480, ARMv6, Yes,
HTC Wildfire 6225 / ADR6225 (HTC Bee), http://pdadb.net/index.php?m=specs&id=2611&view=1, 384, 528, 240x320, ARMv6,,
NTT DoCoMo Galaxy S SC-02B, http://pdadb.net/index.php?m=specs&id=2812&view=1, 512, 1000, 480x800, ARMv7,, Yes
Vodafone 945, http://pdadb.net/index.php?m=specs&id=2622&view=1, 512, 600, 240x400, ARMv6, Yes,
Acer beTouch E120 B (Acer K2), http://pdadb.net/index.php?m=specs&id=2218&view=1, 256, 416, 240x320, ARMv5TEJ,,
Samsung YP-MB2 Yepp / Galaxy Touch 32GB, http://pdadb.net/index.php?m=specs&id=2525&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung GT-I9008 Galaxy S, http://pdadb.net/index.php?m=specs&id=2585&view=1, 512, 1000, 480x800, ARMv7,, Yes
Archos 28 Internet Tablet 8GB, http://pdadb.net/index.php?m=specs&id=2587&view=1,, 800, 240x320, ARMv7, Yes,
Archos 43 Internet Tablet 8GB, http://pdadb.net/index.php?m=specs&id=2590&view=1,, 1000, 854x480, ARMv7, Yes,
Archos 43 Internet Tablet 16GB, http://pdadb.net/index.php?m=specs&id=2591&view=1,, 1000, 854x480, ARMv7, Yes,
Samsung GT-i5500 Galaxy Europa, http://pdadb.net/index.php?m=specs&id=3050&view=1, 256, 600, 240x320, ARMv6, Yes,
Samsung SPH-M920 Transform, http://pdadb.net/index.php?m=specs&id=2742&view=1, 256, 800, 320x480, ARMv6,,
Sanyo ZIO M6000, http://pdadb.net/index.php?m=specs&id=2629&view=1, 256, 600, 480x800, ARMv6, Yes,
Samsung YP-GP50 Galaxy Player 50 / Galaxy Rossi 16GB, http://pdadb.net/index.php?m=specs&id=2633&view=1, 256, 800, 240x400, ARMv6,,
Samsung YP-GP50 Galaxy Play 50 / Galaxy Rossi 8GB, http://pdadb.net/index.php?m=specs&id=2632&view=1, 256, 800, 240x400, ARMv6,,
Sony Ericsson A8 / A8i, http://pdadb.net/index.php?m=specs&id=2569&view=1,,, 854x480, , ,
Samsung GT-I9088 Galaxy S, http://pdadb.net/index.php?m=specs&id=2586&view=1, 512, 1000, 480x800, ARMv7,, Yes
Archos 28 Internet Tablet 4GB, http://pdadb.net/index.php?m=specs&id=2588&view=1,, 800, 240x320, ARMv7, Yes,
Huawei Ascend M860, http://pdadb.net/index.php?m=specs&id=2654&view=1, 256, 528, 320x480, ARMv6,,
Orange San Francisco B08 (ZTE Blade), http://pdadb.net/index.php?m=specs&id=2402&view=1, 512, 600, 480x800, ARMv6, Yes,
ZTE Lutea (ZTE Blade), http://pdadb.net/index.php?m=specs&id=2711&view=1, 512, 600, 480x800, ARMv6, Yes,
Motorola DEFY (Motorola Jordan), http://pdadb.net/index.php?m=specs&id=2573&view=1, 512, 800, 480x854, ARMv7,,
T-Mobile G2 (HTC Vision), http://pdadb.net/index.php?m=specs&id=2476&view=1, 512, 800, 480x800, ARMv7, Yes,
Orange San Francisco B05 (ZTE Blade), http://pdadb.net/index.php?m=specs&id=2710&view=1, 512, 600, 480x800, ARMv6, Yes,
Motorola Quench XT5 XT502 / Greco (Commtiva Z71), http://pdadb.net/index.php?m=specs&id=2401&view=1, 256, 600, 320x480, ARMv6, Yes,
Acer beTouch E130 B (Acer K3), http://pdadb.net/index.php?m=specs&id=2502&view=1, 256, 416, 320x240, ARMv5TEJ,,
Motorola DROID2 A955 R2-D2 Limited Edition, http://pdadb.net/index.php?m=specs&id=2544&view=1, 512, 1000, 480x854, ARMv7, Yes,
Motorola MING XT806 (Motorola Qilin), http://pdadb.net/index.php?m=specs&id=2552&view=1, 512, 600, 480x854, ARMv7, Yes,
Motorola MING MT810 (Motorola Beihai), http://pdadb.net/index.php?m=specs&id=2571&view=1, 256, 600, 480x854, ARMv7, Yes,
Toshiba AC-100-10U, http://pdadb.net/index.php?m=specs&id=2580&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Interpad 10 Home Edition, http://pdadb.net/index.php?m=specs&id=2609&view=1, 1024, 1000, 1024x600, ARMv7-A, Yes,
Motorola MING A1680 (Motorola Lucky 3G), http://pdadb.net/index.php?m=specs&id=2549&view=1, 256, 624, 480x800, ARMv5TE,,,
Samsung SCH-I909 Galaxy S, http://pdadb.net/index.php?m=specs&id=2584&view=1, 512, 1000, 480x800, ARMv7,, Yes
HTC Wildfire A3360 (HTC TianShan), http://pdadb.net/index.php?m=specs&id=2617&view=1, 384, 416, 240x320, ARMv7,,
Eken M006, http://pdadb.net/index.php?m=specs&id=2699&view=1, 128, 533, 600x1024, , ,
Alcatel One Touch OT-981A, http://pdadb.net/index.php?m=specs&id=3261&view=1, 256, 600, 240x320, ARMv6, Yes,
Motorola CHARM ME502, http://pdadb.net/index.php?m=specs&id=2560&view=1, 512, 600, 320x240, ARMv7,,
Cincinnati Bell Huawei U8500, http://pdadb.net/index.php?m=specs&id=2576&view=1, 256,, 320x480, , ,
Huawei Ideos U8150, http://pdadb.net/index.php?m=specs&id=2578&view=1, 256, 528, 240x320, ARMv6,,
Motorola Quench XT3 (Commtiva Z71), http://pdadb.net/index.php?m=specs&id=2605&view=1, 256, 600, 320x480, ARMv6, Yes,
Acer Stream / Liquid S110, http://pdadb.net/index.php?m=specs&id=2389&view=1, 512, 1000, 480x800, ARMv7, Yes,
Samsung SCH-I500 Galaxy S Fascinate, http://pdadb.net/index.php?m=specs&id=2507&view=1, 512, 1000, 480x800, ARMv7,, Yes
RoverPC RoverPad 3W G70, http://pdadb.net/index.php?m=specs&id=2925&view=1, 128, 600, 800x480, ARMv5,,
Samsung GT-P1000 Galaxy Tab 7.0 32GB, http://pdadb.net/index.php?m=specs&id=2568&view=1, 512, 1000, 1024x600, ARMv7,, Yes
Sony Ericsson Xperia X8 E15 / E15i (SE Shakira), http://pdadb.net/index.php?m=specs&id=2422&view=1, 256, 600, 320x480, ARMv6, Yes,
Samsung GT-P1000 Galaxy Tab 7.0 16GB, http://pdadb.net/index.php?m=specs&id=2547&view=1, 512, 1000, 1024x600, ARMv7,, Yes
Eken M005, http://pdadb.net/index.php?m=specs&id=2698&view=1, 128, 533, 600x800, , ,
Alcatel One Touch OT-980A, http://pdadb.net/index.php?m=specs&id=2878&view=1, 256, 600, 240x320, ARMv6, Yes,
HTC Desire ADR6200 / ADR6275 (HTC Bravo C), http://pdadb.net/index.php?m=specs&id=2620&view=1, 384, 1000, 480x800, ARMv7, Yes,
SoftBank HTC Desire X06HT / X06HT II (HTC Bravo), http://pdadb.net/index.php?m=specs&id=2623&view=1, 576, 1000, 480x800, ARMv7, Yes,
Toshiba AC-100-10Z / Dynabook AZ, http://pdadb.net/index.php?m=specs&id=2579&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Samsung GT-i5800 Galaxy 580, http://pdadb.net/index.php?m=specs&id=2614&view=1, 256, 667, 240x400, ARMv6,,
Samsung YP-G50CW Galaxy Player 50 8GB, http://pdadb.net/index.php?m=specs&id=3785&view=1, 256, 800, 240x400, ARMv6,,
Samsung YP-G50EW Galaxy Player 50 16GB, http://pdadb.net/index.php?m=specs&id=3786&view=1, 256, 800, 240x400, ARMv6,,
Red Bull Mobile RBMK (Huawei U8110), http://pdadb.net/index.php?m=specs&id=2677&view=1, 256, 528, 240x320, ARMv6,,
Samsung SPH-D700 Galaxy S Epic 4G, http://pdadb.net/index.php?m=specs&id=2508&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung GT-i5500 Galaxy 5 / Corby Smartphone, http://pdadb.net/index.php?m=specs&id=2390&view=1, 256, 600, 240x320, ARMv6, Yes,
Motorola CHARM MB502, http://pdadb.net/index.php?m=specs&id=2472&view=1, 512, 600, 320x240, ARMv7,,
Acer beTouch E120 (Acer K2), http://pdadb.net/index.php?m=specs&id=2410&view=1, 256, 416, 240x320, ARMv5TEJ,,
Motorola MOTO XT711 (Motorola Sholes Tablet), http://pdadb.net/index.php?m=specs&id=2559&view=1, 256, 720, 480x854, ARMv7, Yes,
Samsung GT-i5800 Galaxy 3 / Galaxy Taos, http://pdadb.net/index.php?m=specs&id=2506&view=1, 256, 667, 240x400, ARMv6,,
Telstra HTC Wildfire A3335 (HTC Buzz), http://pdadb.net/index.php?m=specs&id=2664&view=1, 384, 528, 240x320, ARMv6,,
WellcoM WePAD A800, http://pdadb.net/index.php?m=specs&id=2953&view=1, 512, 600, 480x800, ARMv6, Yes,
ZTE X950 (ZTE Smooth ), http://pdadb.net/index.php?m=specs&id=2254&view=1,,, 240x320, , ,
ZTE Mercury, http://pdadb.net/index.php?m=specs&id=2403&view=1,,, 320x480, , ,
Acer beTouch E130 (Acer K3), http://pdadb.net/index.php?m=specs&id=2411&view=1, 256, 416, 320x240, ARMv5TEJ,,
Acer Liquid E Ferrari Special Edition (Acer A1F), http://pdadb.net/index.php?m=specs&id=2437&view=1, 512, 768, 480x800, ARMv7, Yes,
Motorola XT800w GLAM (Motorola Zeppelin), http://pdadb.net/index.php?m=specs&id=2453&view=1, 512, 550, 480x854, ARMv7, Yes,
Dell Streak US (Dell Mini 5), http://pdadb.net/index.php?m=specs&id=2473&view=1, 512, 1000, 480x800, ARMv7, Yes,
Motorola ZN4 Android, http://pdadb.net/index.php?m=specs&id=2511&view=1,,, 240x400, , ,
Spice Mi-300 (Commtiva Z71), http://pdadb.net/index.php?m=specs&id=2920&view=1, 256, 600, 320x480, ARMv6, Yes,
HTC Triumph / Desire US A8182 (HTC Bravo), http://pdadb.net/index.php?m=specs&id=2120&view=1, 576, 1000, 480x800, ARMv7, Yes,
Motorola DROID 2 A955, http://pdadb.net/index.php?m=specs&id=2432&view=1, 512, 1000, 480x854, ARMv7, Yes,
Philips GoGear Connect 16GB, http://pdadb.net/index.php?m=specs&id=2395&view=1,,, 320x480, , ,
Philips GoGear Connect 8GB, http://pdadb.net/index.php?m=specs&id=2550&view=1,,, 320x480, , ,
Motorola FLIPOUT MB511 A, http://pdadb.net/index.php?m=specs&id=2558&view=1, 512, 600, 320x240, ARMv7,,
Viliv P3 Prime 32GB DMB Android, http://pdadb.net/index.php?m=specs&id=2416&view=1, 256, 800, 480x800, ARMv7-A,,
Viliv P3 Prime 16GB Android, http://pdadb.net/index.php?m=specs&id=2417&view=1, 256, 800, 480x800, ARMv7-A,,
Forsa Posh.Pad MV7 Android, http://pdadb.net/index.php?m=specs&id=2501&view=1, 256, 624, 800x480, ARM,,
TMN Soft Stone (ZTE Link), http://pdadb.net/index.php?m=specs&id=2540&view=1, 128, 600, 240x320, ARMv6, Yes,
LG KU9500 / SU950 Optimus Z, http://pdadb.net/index.php?m=specs&id=2364&view=1, 512, 1000, 480x800, ARMv7, Yes,
Motorola i1 (Motorola Opus One), http://pdadb.net/index.php?m=specs&id=2170&view=1, 256, 500, 320x480, ARMv6,, Yes
Motorola FLIPOUT MB511, http://pdadb.net/index.php?m=specs&id=2407&view=1, 512, 600, 320x240, ARMv7,,
Gigabyte GSmart G1305 Codfish (Commtiva Z71), http://pdadb.net/index.php?m=specs&id=2268&view=1, 256, 600, 320x480, ARMv6, Yes,
